Doc,Word,Baseline,System
p78/d1839,brother,1,0
p78/d1864,Tom,0,0
p78/d1864,speak,0,0
p78/d1864,French,1,0
p78/d1867,absorbed,0,0
p78/d1867,reading,0,0
p78/d1909,learn,1,1
p78/d1909,English,1,0
p78/d1909,study,0,0
p78/d1909,it,0,0
p78/d1909,thoroughly,1,0
p78/d1937,Do,0,0
p78/d1937,whatever,0,0
p78/d1937,required,0,0
p78/d1950,He,0,0
p78/d1950,idiot,1,1
p78/d2017,prefer,1,0
p78/d2017,weak,0,0
p78/d2017,coffee,1,1
p78/d2158,He,0,0
p78/d2158,has,0,0
p78/d2158,son,1,1
p78/d2165,guy,1,0
p78/d2165,annoys,1,1
p78/d2167,excited,1,0
p78/d2167,crowd,1,0
p78/d2187,blue,0,0
p78/d2187,coat,1,0
p78/d2187,dirty,0,0
p78/d2187,wrinkled,0,0
p78/d2198,hugged,0,0
p78/d2236,betrayed,0,0
p78/d2244,jokes,1,1
p78/d2244,amused,0,0
p78/d2247,loves,0,0
p78/d2247,dog,1,0
p78/d2300,see,0,0
p78/d2300,golden,0,0
p78/d2300,cross,1,0
p78/d2301,are,0,0
p78/d2301,apples,1,0
p78/d2301,box,1,0
p78/d2345,He,0,0
p78/d2345,glanced,1,1
p78/d2345,clock,1,1
p78/d2364,swim,0,0
p78/d2377,Tom,0,0
p78/d2377,paling,0,0
p78/d2384,Tom,0,0
p78/d2384,took,0,0
p78/d2384,notes,1,0
p78/d2388,Tom,0,0
p78/d2438,closing,0,0
p78/d2438,garage,1,0
p78/d2493,DNA,0,0
p78/d2493,test,0,0
p78/d2493,showed,0,0
p78/d2493,he,0,0
p78/d2493,innocent,0,0
p78/d2534,studying,0,0
p78/d2567,Tom,0,0
p78/d2567,sorry,0,0
p78/d2585,Beatles,0,0
p78/d2585,gave,0,0
p78/d2585,concerts,1,0
p78/d2585,Tokyo,0,0
p78/d2598,got,0,0
p78/d2598,arithmetic,1,0
p78/d2626,He,0,0
p78/d2626,is,0,1
p78/d2626,dentist,1,1
p78/d2628,Tom,0,0
p78/d2628,eat,1,0
p78/d2628,meat,1,0
p78/d2641,plastic,1,0
p78/d2641,squirrel,1,0
p78/d2641,made,0,0
p78/d2641,China,0,0
p78/d2652,city,1,0
p78/d2652,located,0,0
p78/d2652,France,0,0
p78/d2716,dyed,1,0
p78/d2716,hair,1,0
p78/d2716,blonde,0,0
p78/d2797,want,0,0
p78/d2850,candy,1,0
p78/d2850,costs,0,0
p78/d2850,cents,1,1
p78/d2872,He,0,0
p78/d2872,ashamed,1,1
p78/d2872,misconduct,1,0
p78/d2880,He,0,0
p78/d2880,used,1,1
p78/d2880,fake,0,0
p78/d2880,I.D.,1,1
p78/d2902,road,1,0
p78/d2902,straight,0,0
p78/d2902,miles,1,0
p78/d2977,designed,0,0
p78/d2977,dress,1,0
p78/d2978,He,0,0
p78/d2978,married,0,0
p78/d3033,named,1,0
p78/d3033,kitten,1,0
p78/d3093,Tom,0,0
p78/d3093,shot,0,0
p78/d3093,bear,1,0
p78/d3129,flew,1,0
p78/d3129,London,0,0
p78/d3170,peacock,1,1
p78/d3170,is,1,0
p78/d3170,beautiful,1,1
p78/d3170,easily,1,1
p78/d3170,recognizable,0,0
p78/d3170,butterfly,1,0
p78/d3199,Tom,0,0
p78/d3199,dove,0,0
p78/d3199,pool,1,0
p78/d3210,Japanese,0,0
p78/d3210,attacked,1,0
p78/d3227,Tom,0,0
p78/d3227,works,0,0
p78/d3227,Australian,0,0
p78/d3227,embassy,0,1
p78/d3231,bill,0,1
p78/d3231,amounted,0,0
p78/d3231,pesos,0,0
p78/d3233,Tom,0,0
p78/d3233,beat,0,0
p78/d3233,Mary,0,0
p78/d3233,checkers,1,0
p78/d3289,people,0,0
p78/d3289,allergic,0,0
p78/d3289,wheat,0,0
p78/d3301,It,0,0
p78/d3301,was,0,0
p78/d3312,won,0,0
p78/d3335,left,0,0
p78/d3358,impolite,1,1
p78/d3389,book,1,0
p78/d3389,is,1,0
p78/d3389,sort,0,0
p78/d3389,autobiographical,1,1
p78/d3389,novel,1,1
p78/d3395,Tom,0,0
p78/d3395,has,0,0
p78/d3395,brown,0,0
p78/d3395,hair,1,0
p78/d3411,talk,1,0
p78/d3411,dragged,0,0
p78/d3454,Tom,0,0
p78/d3454,passed,0,0
p78/d3454,years,0,1
p78/d3470,small,0,0
p78/d3470,cat,1,0
p78/d3554,Tom,0,0
p78/d3554,dreaming,0,1
p79/d0024,potato,1,0
p79/d0024,sliced,0,0
p79/d0024,woman,1,0
p79/d0039,Someone,1,0
p79/d0039,typing,0,1
p79/d0039,keyboard,1,0
p79/d0205,sing,0,0
p79/d0260,audience,1,0
p79/d0260,applauded,0,1
p79/d0260,efforts,0,0
p79/d0760,Marlowe,0,0
p79/d0760,arrested,0,0
p79/d0760,Italian,0,0
p79/d0760,authorities,0,0
p79/d0763,is,0,0
p79/d0763,designer,0,0
p79/d0767,Nobody,0,0
p79/d0767,understands,1,0
p79/d0768,raining,1,0
p79/d0799,table,0,0
p79/d0799,reserved,0,0
p79/d0862,planted,1,0
p79/d0862,garden,1,0
p79/d0885,is,0,0
p79/d0885,actor,1,0
p79/d0886,wild,0,0
p79/d0886,animals,1,0
p79/d0886,live,0,0
p79/d0886,Alaska,0,0
p79/d0901,dumped,0,1
p79/d0912,have,0,0
p79/d0912,children,0,0
p79/d0914,ruined,0,0
p79/d0930,professor,1,1
p79/d0930,grinned,1,1
p79/d1244,police,1,1
p79/d1244,estimates,0,1
p79/d1244,loss,1,0
p79/d1244,DM,0,0
p79/d1248,defeated,0,0
p79/d1248,Croatian,0,0
p79/d1248,sets,0,0
p79/d1383,invented,1,1
p79/d1383,fishing,1,0
p79/d1383,reel,0,0
p79/d1385,inhabitants,1,1
p79/d1385,Sweden,0,0
p79/d1385,have,0,0
p79/d1391,company,1,0
p79/d1391,work,0,0
p79/d1394,high,0,0
p79/d1394,net,0,0
p79/d1394,regulation,0,0
p79/d1396,high,0,0
p79/d1413,kicked,0,0
p79/d1413,dog,1,0
p79/d1465,Tom,0,0
p79/d1465,had,0,0
p79/d1465,socks,1,1
p79/d1525,Tom,0,0
p79/d1525,works,0,0
p79/d1525,NGO,0,0
p79/d1525,Africa,0,0
p79/d1537,spoke,0,0
p79/d1537,crowd,1,0
p79/d1547,It,0,0
p79/d1547,filmed,1,0
p79/d1547,Australia,0,0
p79/d1587,door,1,0
p79/d1587,unlocked,0,0
p79/d1593,moon,1,0
p79/d1593,bright,1,0
p79/d1627,dishonest,1,0
p79/d1742,dumped,0,0
p79/d1749,pigeon,1,0
p79/d1749,flew,1,0
p79/d1783,Funeral,1,1
p79/d1783,services,0,0
p79/d1783,take,0,0
p79/d1783,cathedral,1,0
p79/d1863,asshole,1,1
p79/d1953,sea,1,1
p79/d1953,calm,0,0
p79/d1972,speak,0,0
p79/d1972,African,0,0
p79/d1972,languages,1,1
p79/d1977,became,0,1
p79/d1977,astronaut,1,0
p79/d2000,Tom,0,0
p79/d2000,claimed,1,0
p79/d2000,he,0,0
p79/d2000,see,0,0
p79/d2055,scraped,0,0
p79/d2055,barnacles,1,0
p79/d2055,hull,0,0
p79/d2055,ship,1,0
p79/d2094,killed,1,0
p79/d2109,regret,0,0
p79/d2109,it,0,0
p79/d2123,song,1,0
p79/d2123,popular,1,1
p79/d2213,Long,0,0
p79/d2213,hair,1,1
p79/d2228,Tom,0,0
p79/d2228,grabbed,0,0
p79/d2228,guitar,1,1
p79/d2228,headed,1,1
p79/d2228,door,1,1
p79/d2248,Lincoln,0,0
p79/d2248,returned,1,0
p79/d2248,Washington,0,0
p79/d2276,relaxed,0,0
p79/d2277,sad,1,1
p79/d2314,hunter,1,0
p79/d2314,shot,0,0
p79/d2314,fox,1,0
p79/d2358,claps,0,0
p79/d2415,He,0,0
p79/d2415,is,0,1
p79/d2415,fast,0,0
p79/d2415,runner,0,0
p79/d2496,He,0,0
p79/d2496,cut,0,0
p79/d2499,taller,1,0
p79/d2723,misunderstood,0,0
p79/d2723,sentence,1,1
p79/d2734,meet,0,0
p79/d2745,children,0,0
p79/d2745,flying,0,0
p79/d2745,kites,0,0
p79/d2754,Tom,0,0
p79/d2754,stuffed,1,0
p79/d2754,money,1,1
p79/d2754,pocket,1,0
p79/d2766,unarmed,0,0
p79/d2786,Tom,0,0
p79/d2786,showed,0,0
p79/d2786,Mary,0,0
p79/d2786,tattoo,1,0
p79/d2791,like,0,0
p79/d2820,ticket,1,0
p79/d2820,costs,0,0
p79/d2820,euros,1,1
p79/d2843,Tom,0,0
p79/d2843,stabbed,0,0
p79/d2849,Tom,0,0
p79/d2849,innovative,0,0
p79/d2866,He,0,0
p79/d2866,problems,1,0
p79/d2896,He,0,0
p79/d2896,handsome,0,0
p79/d2906,siren,0,1
p79/d2906,blew,0,0
p79/d2941,understand,0,0
p79/d2941,Estonian,1,0
p79/d3027,furniture,1,1
p79/d3027,belongs,1,1
p79/d3027,mother,1,0
p79/d3043,soothes,0,0
p79/d3050,Tom,0,0
p79/d3050,unlocked,1,0
p79/d3050,closet,0,0
p79/d3108,started,0,0
p79/d3108,crying,0,0
p79/d3145,kids,0,0
p79/d3145,dancing,0,0
p79/d3174,completely,0,0
p79/d3174,agog,0,0
p79/d3174,diaphanous,0,0
p79/d3174,dress,1,0
p79/d3234,It,0,0
p79/d3258,Fasten,1,0
p79/d3266,Tom,0,0
p79/d3266,Mary,0,0
p79/d3266,played,1,0
p79/d3267,Tom,0,0
p79/d3267,speak,0,0
p79/d3267,French,1,0
p79/d3271,None,0,0
p79/d3271,matters,0,0
p79/d3299,Tom,0,0
p79/d3299,grinned,1,1
p79/d3330,Tom,0,0
p79/d3330,scares,0,0
p79/d3415,penguins,1,0
p79/d3415,live,0,0
p79/d3415,Arctic,0,0
p79/d3418,Birds,1,0
p79/d3418,abound,1,0
p79/d3418,woods,0,0
p79/d3426,It,0,0
p79/d3426,easy,1,0
p79/d3436,maid,1,1
p79/d3436,take,0,0
p79/d3436,it,0,0
p79/d3436,house,1,1
p79/d3471,paid,1,0
p79/d3471,dollars,1,1
p79/d3472,It,0,0
p79/d3472,rather,0,0
p79/d3472,boring,0,0
p79/d3500,Tom,0,0
p79/d3500,up,0,0
p82/d0042,girl,1,1
p82/d0042,lounging,1,0
p82/d0086,guys,1,0
p82/d0086,totally,0,0
p82/d0086,clueless,0,0
p82/d0139,card,0,0
p82/d0139,attached,1,0
p82/d0139,gift,1,0
p82/d0233,years,0,0
p82/d0233,older,0,0
p82/d0716,born,0,0
p82/d0716,Germany,0,0
p82/d0763,Cyrillic,0,0
p82/d0763,is,1,0
p82/d0763,alphabet,1,0
p82/d0763,used,1,0
p82/d0763,certain,0,0
p82/d0763,Russian,0,0
p82/d0783,Mike,0,0
p82/d0783,named,1,0
p82/d0783,dog,1,0
p82/d0836,He,0,0
p82/d0836,put,0,0
p82/d0836,milk,1,0
p82/d0836,tea,1,0
p82/d0836,stirred,1,0
p82/d0836,it,0,0
p82/d0871,animal,1,0
p82/d0871,small,0,0
p82/d0928,cheap,0,0
p82/d0946,dogs,1,0
p82/d0946,quarreled,1,1
p82/d0946,bone,1,0
p82/d1381,was,0,0
p82/d1381,Dr.,1,1
p82/d1381,real,0,0
p82/d1381,name,1,0
p82/d1388,die,0,0
p82/d1391,is,0,0
p82/d1391,name,1,0
p82/d1391,brother,1,0
p82/d1395,die,0,0
p82/d1409,tricked,0,0
p82/d1425,He,0,0
p82/d1425,wiggled,0,0
p82/d1425,toes,1,0
p82/d1510,Tom,0,0
p82/d1510,quite,1,0
p82/d1510,selfish,1,1
p82/d1532,sucks,0,0
p82/d1532,teacher,1,0
p82/d1564,Tom,0,0
p82/d1564,afraid,1,0
p82/d1564,snakes,1,0
p82/d1716,is,0,0
p82/d1716,glass,0,0
p82/d1716,table,0,1
p82/d1779,coffee,0,0
p82/d1779,comes,0,0
p82/d1779,Eritrea,0,0
p82/d1795,younger,0,0
p82/d1816,hunter,1,0
p82/d1816,skinning,0,0
p82/d1816,deer,1,1
p82/d1869,were,0,0
p82/d1869,people,0,0
p82/d1869,room,1,1
p82/d1886,Tom,0,0
p82/d1886,lives,0,0
p82/d1886,Boston,0,0
p82/d1894,like,0,0
p82/d1894,cake,0,0
p82/d1922,He,0,0
p82/d1922,fond,0,0
p82/d1922,playing,0,0
p82/d1922,tennis,1,1
p82/d1943,is,0,0
p82/d1943,asked,1,1
p82/d1970,wallet,1,1
p82/d1970,is,0,0
p82/d1975,favorite,0,0
p82/d1975,kind,0,0
p82/d1975,sandwich,1,0
p82/d1991,surgeon,1,1
p82/d1991,amputated,1,1
p82/d1991,wrong,0,0
p82/d1991,leg,1,0
p82/d2011,afraid,1,0
p82/d2011,black,0,0
p82/d2011,cats,1,0
p82/d2043,line,0,0
p82/d2043,engaged,0,0
p82/d2081,Who,0,0
p82/d2081,invited,0,0
p82/d2081,guys,1,0
p82/d2129,Tom,0,0
p82/d2129,hugged,0,0
p82/d2129,dog,1,0
p82/d2132,French,1,0
p82/d2142,Tom,0,0
p82/d2142,said,0,0
p82/d2142,nothing,0,0
p82/d2145,Tom,0,0
p82/d2145,favorite,0,0
p82/d2145,vehicle,1,0
p82/d2145,is,0,0
p82/d2145,Ford,0,0
p82/d2145,truck,1,0
p82/d2194,Tom,0,0
p82/d2194,throwing,0,0
p82/d2217,Tom,0,0
p82/d2217,giggled,1,0
p82/d2217,girlishly,1,0
p82/d2239,wasting,0,0
p82/d2239,ammunition,1,0
p82/d2254,saw,0,0
p82/d2254,nothing,0,0
p82/d2292,tall,0,0
p82/d2292,Mary,0,0
p82/d2298,He,0,0
p82/d2298,flew,0,0
p82/d2298,kite,0,1
p82/d2298,son,1,1
p82/d2308,reached,1,0
p82/d2308,London,0,0
p82/d2353,balloon,0,0
p82/d2353,popped,0,0
p82/d2366,Tom,0,0
p82/d2366,unhappy,1,1
p82/d2388,wine,1,0
p82/d2388,excellent,0,0
p82/d2412,broken,0,0
p82/d2445,liked,0,0
p82/d2462,flying,0,0
p82/d2462,low,0,0
p82/d2563,Tom,0,0
p82/d2563,goofed,0,0
p82/d2570,want,0,0
p82/d2570,buy,0,0
p82/d2570,toy,0,0
p82/d2570,doll,1,1
p82/d2571,He,0,0
p82/d2571,never,0,0
p82/d2571,touches,0,0
p82/d2673,John,0,0
p82/d2673,likes,0,0
p82/d2673,nurse,1,0
p82/d2688,Tom,0,0
p82/d2688,contacted,0,0
p82/d2688,Mary,0,0
p82/d2767,nice,0,0
p82/d2767,story,0,0
p82/d2784,Tom,0,0
p82/d2784,scratched,0,0
p82/d2784,nose,1,0
p82/d2898,old,0,0
p82/d2898,cat,1,0
p82/d2898,alive,1,0
p82/d2901,George,0,0
p82/d2901,livid,0,0
p82/d2908,boss,0,0
p82/d2908,sent,0,0
p82/d2908,Tom,0,0
p82/d2908,Boston,0,0
p82/d2908,business,1,1
p82/d2987,rain,1,0
p82/d2987,let,0,0
p82/d3009,Tom,0,0
p82/d3009,burped,1,1
p82/d3038,He,0,0
p82/d3038,staying,0,0
p82/d3038,Paris,0,0
p82/d3040,Tom,0,0
p82/d3040,unscrewed,1,0
p82/d3040,cap,0,0
p82/d3040,handed,0,0
p82/d3040,jar,1,0
p82/d3040,Mary,0,0
p82/d3242,keep,0,0
p82/d3242,diary,1,0
p82/d3242,day,1,0
p82/d3273,He,0,0
p82/d3273,fell,0,0
p82/d3273,asleep,1,0
p82/d3273,immediately,1,0
p82/d3296,Tom,0,0
p82/d3296,whispered,1,0
p82/d3296,Mary,0,0
p82/d3296,ear,1,0
p82/d3306,Mr.,0,0
p82/d3306,forgot,0,0
p82/d3306,daughter,1,1
p82/d3306,pub,0,0
p82/d3311,Someone,1,1
p82/d3311,stole,0,1
p82/d3311,cash,1,0
p82/d3317,want,0,0
p82/d3328,bluffing,0,0
p82/d3379,He,0,0
p82/d3379,wrote,1,0
p82/d3379,book,1,0
p82/d3398,Tom,0,0
p82/d3398,sympathized,1,1
p82/d3399,city,1,0
p82/d3399,full,0,0
p82/d3399,tourists,1,1
p82/d3410,expect,1,0
p82/d3410,gift,1,0
p82/d3414,Tom,0,0
p82/d3414,handed,0,0
p82/d3414,Mary,0,0
p82/d3414,flashlight,1,1
p82/d3428,always,0,0
p82/d3428,come,0,0
p82/d3428,late,1,0
p82/d3447,Tom,0,0
p82/d3447,baffled,0,0
p82/d3463,He,0,0
p82/d3463,jealous,0,0
p82/d3463,success,0,1
p82/d3508,Who,0,0
p82/d3508,is,0,0
p82/d3508,pretty,0,0
p82/d3508,girl,1,0
p82/d3517,Tom,0,0
p82/d3517,chased,0,1
p82/d3517,Mary,0,0
p83/d0164,hear,1,0
p83/d0164,hoof,1,0
p83/d0164,beats,0,0
p83/d0164,look,0,0
p83/d0164,zebras,1,0
p83/d0714,survives,0,0
p83/d0716,belongs,0,0
p83/d0760,bought,1,0
p83/d0760,Airbus,0,0
p83/d0765,Police,1,1
p83/d0765,recovered,1,0
p83/d0765,lithographs,1,0
p83/d0784,Mr,0,0
p83/d0784,Brown,0,0
p83/d0784,has,0,0
p83/d0784,children,0,1
p83/d0800,Ken,0,0
p83/d0800,sat,0,0
p83/d0800,next,0,0
p83/d0814,mother,1,1
p83/d0814,beautiful,1,1
p83/d0836,He,0,0
p83/d0836,taller,1,0
p83/d0836,father,1,0
p83/d0848,taller,1,0
p83/d0903,Tom,0,0
p83/d0903,cleared,0,0
p83/d0903,throat,1,0
p83/d1387,ship,1,0
p83/d1387,crash,0,0
p83/d1390,Japanese,0,0
p83/d1390,students,1,1
p83/d1390,were,0,0
p83/d1394,father,1,0
p83/d1394,die,0,0
p83/d1406,very,0,0
p83/d1406,fashion,0,0
p83/d1406,conscious,0,0
p83/d1420,repaired,1,1
p83/d1420,watch,1,0
p83/d1556,robber,1,1
p83/d1556,emerged,1,1
p83/d1556,darkness,0,0
p83/d1570,heat,1,0
p83/d1570,sun,1,0
p83/d1570,hardens,0,0
p83/d1570,clay,1,0
p83/d1583,Tom,0,0
p83/d1583,unstoppable,1,0
p83/d1601,He,0,0
p83/d1601,dieting,0,1
p83/d1653,cabled,1,1
p83/d1653,coming,0,1
p83/d1669,None,0,0
p83/d1669,offices,1,0
p83/d1669,have,0,0
p83/d1669,air-conditioning,0,0
p83/d1687,spoke,0,0
p83/d1687,bus,1,1
p83/d1702,eating,0,0
p83/d1702,sandwich,1,0
p83/d1705,hostages,1,0
p83/d1705,starved,0,0
p83/d1705,deprived,0,0
p83/d1705,food,0,0
p83/d1767,drink,0,0
p83/d1767,cups,0,0
p83/d1767,tea,1,0
p83/d1769,surgeon,1,1
p83/d1769,forgot,0,0
p83/d1769,patient,1,0
p83/d1787,Tom,0,0
p83/d1787,told,0,0
p83/d1787,Mary,0,0
p83/d1787,looked,0,0
p83/d1891,mowed,1,0
p83/d1891,Tom,0,0
p83/d1891,lawn,1,1
p83/d1943,dog,1,0
p83/d1943,run,0,0
p83/d1943,truck,1,0
p83/d1970,Tom,0,0
p83/d1970,Mary,0,0
p83/d1970,honeymooning,1,1
p83/d1973,kind,0,0
p83/d1974,He,0,0
p83/d1974,suffering,0,0
p83/d1974,toothache,1,0
p83/d2026,Tom,0,0
p83/d2026,kitchen,1,0
p83/d2026,microwaving,1,1
p83/d2026,popcorn,1,0
p83/d2074,It,0,0
p83/d2074,creepy,0,0
p83/d2097,It,0,0
p83/d2097,favorite,0,0
p83/d2097,Italian,0,0
p83/d2097,word,1,0
p83/d2106,cake,0,0
p83/d2106,crawling,0,0
p83/d2106,ants,1,0
p83/d2123,babbling,0,0
p83/d2210,Californian,0,0
p83/d2210,policeman,1,1
p83/d2210,pulled,0,0
p83/d2210,car,1,0
p83/d2210,spoke,0,0
p83/d2210,driver,1,0
p83/d2227,uncovered,1,1
p83/d2227,arcane,0,0
p83/d2278,have,0,0
p83/d2278,daughters,1,1
p83/d2292,Nothing,0,0
p83/d2292,hard,0,0
p83/d2292,diamond,0,0
p83/d2327,Tom,0,0
p83/d2327,call,0,0
p83/d2327,Mary,0,0
p83/d2395,Tom,0,0
p83/d2395,rinsed,0,0
p83/d2395,soap,0,0
p83/d2406,understand,1,0
p83/d2420,car,1,0
p83/d2420,wrecked,0,0
p83/d2420,crash,0,0
p83/d2460,arranged,0,0
p83/d2460,trade,0,0
p83/d2540,Tom,0,0
p83/d2540,like,0,0
p83/d2540,chess,0,0
p83/d2551,studying,0,0
p83/d2551,Persian,0,0
p83/d2561,Tom,0,0
p83/d2561,play,0,0
p83/d2561,golf,1,0
p83/d2570,Tom,0,0
p83/d2586,has,0,0
p83/d2586,books,0,0
p83/d2619,spider,1,1
p83/d2619,tickles,0,0
p83/d2645,Tom,0,0
p83/d2645,crawled,1,0
p83/d2645,bed,1,0
p83/d2645,pulled,1,0
p83/d2645,covers,0,0
p83/d2721,were,0,0
p83/d2721,people,0,0
p83/d2721,park,0,0
p83/d2732,someone,1,1
p83/d2732,waiting,0,0
p83/d2843,mobile,0,0
p83/d2843,stolen,1,1
p83/d2854,is,0,0
p83/d2854,eel,0,0
p83/d2854,water,0,0
p83/d2876,Tom,0,0
p83/d2876,attempted,0,0
p83/d2876,suicide,1,1
p83/d2930,Tom,0,0
p83/d2930,spoke,0,0
p83/d2930,doctors,1,0
p83/d2930,French,1,0
p83/d2955,Sam,0,0
p83/d2955,years,0,1
p83/d2955,younger,0,0
p83/d2955,Tom,0,0
p83/d3014,He,0,0
p83/d3014,suspected,1,1
p83/d3014,robbery,1,0
p83/d3087,realized,0,0
p83/d3087,he,0,0
p83/d3148,pronounced,1,0
p83/d3196,Tom,0,0
p83/d3196,know,0,0
p83/d3196,Mary,0,0
p83/d3231,ate,0,0
p83/d3231,turkey,0,0
p83/d3231,sandwich,1,0
p83/d3243,engaged,0,0
p83/d3330,Japan,0,0
p83/d3330,located,0,0
p83/d3332,toy,0,0
p83/d3332,broken,0,0
p83/d3362,Tom,0,0
p83/d3362,watered,0,0
p83/d3362,horse,1,0
p83/d3410,Tom,0,0
p83/d3410,broke,0,0
p83/d3426,examinations,0,0
p83/d3426,over,0,0
p83/d3464,Tom,0,0
p83/d3464,thirsty,0,0
p83/d3507,car,1,0
p83/d3507,covered,0,0
p83/d3507,pigeon,1,1
p83/d3507,poop,0,0
p84/d0712,is,0,0
p84/d0712,executive,1,0
p84/d0712,Sirius,0,0
p84/d0784,took,0,0
p84/d0784,roses,1,0
p84/d0792,author,0,0
p84/d0792,translated,1,1
p84/d0799,is,0,0
p84/d0799,sofa,1,1
p84/d0879,died,1,0
p84/d0920,promised,1,0
p84/d0920,clean,0,0
p84/d0920,room,1,0
p84/d1183,machines,1,0
p84/d1183,replaced,1,1
p84/d1183,new,0,0
p84/d1183,developed,1,0
p84/d1183,company,1,0
p84/d1183,know-how,1,0
p84/d1251,Stuttgart,0,0
p84/d1251,arsonist,1,1
p84/d1251,sentenced,1,1
p84/d1251,years,0,0
p84/d1385,inhabitants,1,1
p84/d1385,Iraq,0,0
p84/d1385,have,0,0
p84/d1388,Argentinian,0,0
p84/d1388,name,1,1
p84/d1389,die,0,1
p84/d1390,party,1,0
p84/d1390,lead,0,0
p84/d1463,loaded,0,0
p84/d1589,Tom,0,0
p84/d1589,captured,0,0
p84/d1608,Nothing,0,0
p84/d1608,taken,0,0
p84/d1638,watching,0,0
p84/d1665,Tom,0,0
p84/d1665,read,0,0
p84/d1716,parrot,1,0
p84/d1716,mimic,0,1
p84/d1716,person,1,0
p84/d1716,voice,0,0
p84/d1740,Dinosaurs,1,1
p84/d1740,extinct,1,0
p84/d1752,Add,0,1
p84/d1752,spoonfuls,0,0
p84/d1759,one,0,0
p84/d1759,Tom,0,0
p84/d1759,laughed,1,1
p84/d1767,Who,0,0
p84/d1767,translated,1,0
p84/d1767,letter,1,0
p84/d1773,It,0,0
p84/d1773,funny,0,0
p84/d1796,Fish,1,1
p84/d1796,abound,1,0
p84/d1796,river,1,0
p84/d1811,throat,1,0
p84/d1811,hurts,0,0
p84/d1811,swallow,0,0
p84/d1882,Albania,0,0
p84/d1882,called,0,0
p84/d1882,Albanian,0,0
p84/d1905,joke,1,1
p84/d1905,borders,0,0
p84/d1905,insult,0,0
p84/d2005,Tom,0,0
p84/d2005,smiled,1,1
p84/d2008,favorite,0,0
p84/d2008,song,1,0
p84/d2020,Mary,0,0
p84/d2020,slapped,1,1
p84/d2052,Tom,0,0
p84/d2052,bought,1,1
p84/d2052,son,1,1
p84/d2232,Grant,0,0
p84/d2232,attacked,1,0
p84/d2232,Vicksburg,0,0
p84/d2232,times,0,0
p84/d2360,go,0,0
p84/d2367,bought,1,0
p84/d2367,pencils,1,0
p84/d2398,apple,1,0
p84/d2398,fell,0,0
p84/d2398,tree,1,1
p84/d2401,man,1,0
p84/d2401,begged,0,1
p84/d2401,money,1,1
p84/d2412,Tom,0,0
p84/d2412,clothes,0,0
p84/d2423,murderer,1,1
p84/d2423,hid,0,1
p84/d2423,mountains,1,0
p84/d2424,Tom,0,0
p84/d2424,overweight,0,0
p84/d2424,Mary,0,0
p84/d2494,Tom,0,0
p84/d2494,stretched,0,0
p84/d2494,legs,0,0
p84/d2533,work,0,0
p84/d2533,similar,1,1
p84/d2533,Coleridge,0,0
p84/d2533,one,0,0
p84/d2551,do,0,0
p84/d2626,Tom,0,0
p84/d2626,sat,0,0
p84/d2664,so,0,0
p84/d2664,bad,0,0
p84/d2664,it,0,0
p84/d2684,unbuttoned,1,0
p84/d2684,shirt,1,0
p84/d2741,body,0,0
p84/d2741,came,0,0
p84/d2741,street,1,0
p84/d2741,surprised,0,1
p84/d2746,watch,1,0
p84/d2746,stolen,1,1
p84/d2758,kind,0,0
p84/d2758,car,1,0
p84/d2758,Tom,0,0
p84/d2758,drive,0,0
p84/d2817,played,1,0
p84/d2895,bright,0,0
p84/d2927,Anna,0,0
p84/d2927,loves,0,0
p84/d2927,chocolate,0,0
p84/d3109,Kelly,0,0
p84/d3109,appear,0,0
p84/d3109,TV,0,0
p84/d3151,order,0,0
p84/d3151,food,0,1
p84/d3222,Bill,0,0
p84/d3222,took,0,0
p84/d3222,zoo,0,0
p84/d3237,Tom,0,0
p84/d3237,left,0,0
p84/d3237,school,0,0
p84/d3288,Green,0,0
p84/d3288,slime,0,0
p84/d3288,oozed,0,0
p84/d3288,pipe,0,0
p84/d3343,are,0,0
p84/d3343,neighbor,1,0
p84/d3376,donkeys,0,0
p84/d3376,carrying,0,0
p84/d3376,heavy,0,0
p84/d3376,packs,0,0
p84/d3389,old,0,0
p84/d3389,man,1,0
p84/d3389,arched,1,1
p84/d3389,back,1,0
p84/d3449,met,1,0
p84/d3469,favorite,0,0
p84/d3469,kind,0,0
p84/d3469,apple,1,1
p84/d3470,Tom,0,0
p84/d3470,poked,0,0
p84/d3470,fire,0,0
p84/d3470,stick,1,0
p84/d3515,pain,1,0
p84/d3515,excruciating,0,0
p85/d0066,Thomas,0,0
p85/d0066,swam,1,0
p85/d0712,defeated,0,0
p85/d0766,shoot,0,0
p85/d0785,people,0,0
p85/d0785,present,0,0
p85/d0785,party,0,1
p85/d0825,School,0,0
p85/d0825,begins,0,0
p85/d0893,doctor,1,0
p85/d0893,examined,0,0
p85/d0893,Mr.,0,0
p85/d0893,Brown,0,0
p85/d0903,Tom,0,0
p85/d0903,changed,0,0
p85/d0903,clothes,0,0
p85/d0915,He,0,0
p85/d0915,drank,1,1
p85/d0915,beer,1,0
p85/d0933,buying,0,0
p85/d0933,toy,0,0
p85/d0933,child,0,0
p85/d0936,happy,1,1
p85/d0940,Tom,0,0
p85/d0940,strong,1,0
p85/d0942,ate,0,0
p85/d0942,it,0,0
p85/d0963,U.S.,0,0
p85/d0963,soldier,1,0
p85/d0963,sentenced,1,1
p85/d0963,years,0,1
p85/d0963,jail,1,0
