Token,Labels gold,Labels baseline,Matches
face,face.n.01,face.n.01,1
is,O,O,1
coming,come.v.01,come.v.02,0
to,O,O,1
party,party.n.04,party.n.04,1
too,O,O,1
'm,O,O,1
slightly,slightly.r.01,slightly.r.01,1
hungry,hungry.a.01,hungry.a.01,1
visited,visit.v.01,visit.v.02,0
huge,huge.a.01,huge.a.01,1
amusement~park,amusement_park.n.01,O,0
in,O,O,1
There,O,O,1
are,be.v.03,O,0
lot,O,O,1
of,O,O,1
eggs,egg.n.02,egg.n.02,1
in,O,O,1
box,box.n.01,box.n.01,1
'm,O,O,1
eating,eat.v.01,eat.v.01,1
banana,banana.n.02,banana.n.02,1
Get,get.v.01,get.v.01,1
egg,egg.n.02,egg.n.02,1
from,O,O,1
refrigerator,refrigerator.n.01,refrigerator.n.01,1
's,be.v.01,O,0
favorite,favorite.a.02,favorite.a.02,1
kind,entity.n.01,entity.n.01,1
of,O,O,1
book,book.n.01,book.n.02,0
has,have.v.12,O,0
athlete's~foot,athlete's_foot.n.01,athlete's_foot.n.01,1
Three,O,O,1
times,times.n.02,time.n.01,0
five,O,O,1
is,be.v.06,O,0
fifteen,O,O,1
eat,eat.v.01,eat.v.01,1
noodles,noodle.n.01,noodle.n.01,1
Nothing,entity.n.01,entity.n.01,1
's,O,O,1
sacred,sacred.a.01,sacred.a.03,0
Give,give.v.12,give.v.03,0
telephone~number,telephone_number.n.01,telephone_number.n.01,1
thermometer,thermometer.n.01,thermometer.n.01,1
reads,read.v.08,read.v.08,1
degrees,degree_celsius.n.01,degree_celsius.n.01,1
young,young.a.01,young.a.01,1
nurse,nurse.n.01,nurse.n.01,1
fell,fall.v.03,fall.v.03,1
in~love,in_love.a.01,in_love.a.01,1
with,O,O,1
patient,patient.n.01,patient.n.01,1
court,court.n.01,court.n.01,1
is,O,O,1
adjourned,adjourn.v.01,adjourn.v.01,1
until,O,O,1
on,O,O,1
pulled,pull_out.v.02,pull.v.15,0
out,O,O,1
knitting~needles,knitting_needle.n.01,knitting_needle.n.01,1
None,entity.n.01,entity.n.01,1
of,O,O,1
advice,advice.n.01,advice.n.01,1
was,O,O,1
very,very.r.01,very.r.01,1
useful,useful.a.01,useful.a.01,1
Richard~Roberts,male.n.02,O,0
is,be.v.02,O,0
author,author.n.01,author.n.01,1
of,O,O,1
numerous,O,O,1
books,book.n.01,book.n.02,0
ca,O,O,1
n't,O,O,1
stand,stand.v.05,stand_for.v.02,0
noise,noise.n.01,noise.n.01,1
anymore,O,O,1
's,O,O,1
suffering,suffer.v.03,suffer.v.02,0
was,O,O,1
pleased,pleased.a.01,pleased.a.01,1
with,O,O,1
performance,performance.n.03,performance.n.01,0
'm,be.v.01,O,0
not,O,O,1
freak,freak.n.01,freak.n.01,1
rat,rat.n.01,rat.n.01,1
chewed,chew.v.01,chew.v.01,1
hole,hole.n.02,hole.n.01,0
in,O,O,1
wall,wall.n.01,wall.n.01,1
shoes,shoe.n.01,shoe.n.01,1
are,be.v.02,O,0
brother,brother.n.01,brother.n.01,1
's,shoe.n.01,O,0
blew,blow_out.v.02,blow.v.05,0
out,O,O,1
candles,candle.n.01,candle.n.01,1
's,be.v.08,O,0
good,good.a.08,good.a.01,0
carpenter,carpenter.n.01,carpenter.n.01,1
is,O,O,1
kneeling,kneel.v.01,kneel.v.01,1
If,O,O,1
've,O,O,1
misjudged,misjudge.v.01,misjudge.v.01,1
'm,O,O,1
terribly,terribly.r.01,terribly.r.01,1
sorry,sorry.a.01,sorry.a.01,1
was,O,O,1
written,write.v.01,write.v.01,1
by,O,O,1
was,O,O,1
recorded,record.v.02,record.v.02,1
by,O,O,1
elevator,elevator.n.01,elevator.n.01,1
is,be.v.01,O,0
out,O,O,1
of,O,O,1
order,order.n.05,order.v.02,0
study,study.v.05,study.v.05,1
from,O,O,1
eight,O,O,1
to,O,O,1
eleven,O,O,1
acquired,acquire.v.05,acquire.v.01,0
Russian,russian.n.02,country.n.02,0
quickly,quickly.r.02,quickly.r.02,1
am,O,O,1
tired,tired.a.01,tired.a.01,1
According,according.a.02,according.a.02,1
to,O,O,1
newspaper,newspaper.n.01,newspaper.n.03,0
there,O,O,1
was,be.v.03,O,0
earthquake,earthquake.n.01,earthquake.n.01,1
in,O,O,1
sharpened,sharpen.v.01,sharpen.v.01,1
pencil,pencil.n.01,pencil.n.01,1
was,O,O,1
arrested,arrest.v.01,arrest.v.01,1
for,O,O,1
shoplifting,shoplifting.n.01,shoplifting.n.01,1
public~prosecutor,public_prosecutor.n.01,O,0
as~well~as,O,O,1
sentenced,sentence.v.01,sentence.v.01,1
have,O,O,1
appealed,appeal.v.01,appeal.v.01,1
Where,location.n.01,location.n.01,1
is,be.v.03,O,0
river,river.n.01,river.n.01,1
runs,run.v.06,run.v.06,1
through,O,O,1
is,be.v.02,O,0
president,president.n.03,president.n.01,0
of,O,O,1
United~States,state.n.03,country.n.02,0
How,O,O,1
old,old.a.01,old.a.01,1
is,O,O,1
How,O,O,1
old,old.a.01,old.a.01,1
was,O,O,1
when,O,O,1
died,die.v.01,die.v.01,1
How,manner.n.01,O,0
did,O,O,1
die,die.v.01,die.v.01,1
There,O,O,1
are,be.v.03,O,0
apples,apple.n.01,apple.n.01,1
in,O,O,1
basket,basket.n.01,basket.n.01,1
likes,like.v.02,like.v.02,1
chocolate,chocolate.n.02,chocolate.n.02,1
got,get_up.v.02,O,0
up,O,O,1
at,O,O,1
six,O,O,1
quarreled,quarrel.v.01,quarrel.v.01,1
invented,invent.v.01,invent.v.01,1
light~bulb,light_bulb.n.01,light_bulb.n.01,1
pulled,pull_out.v.02,pull.v.15,0
out,O,O,1
pen,pen.n.01,pen.n.01,1
am,O,O,1
convinced,convinced.a.01,convinced.a.01,1
right,right.a.02,O,0
name,name.n.01,name.n.01,1
is,be.v.03,O,0
n't,O,O,1
on,O,O,1
list,list.n.01,list.n.01,1
bought,buy.v.01,buy.v.01,1
half~a~dozen,O,O,1
eggs,egg.n.02,egg.n.02,1
was,O,O,1
good,good.a.01,good.a.01,1
at,O,O,1
playing,play.v.01,play.v.01,1
chess,chess.n.02,chess.n.02,1
spilled,spill.v.01,spill.v.01,1
coffee,coffee.n.01,coffee.n.01,1
on,O,O,1
tablecloth,tablecloth.n.01,tablecloth.n.01,1
mice,mouse.n.01,mouse.n.01,1
ate,eat.v.03,eat.v.01,0
of,O,O,1
bread,bread.n.01,bread.n.01,1
Somebody,person.n.01,person.n.01,1
farted,fart.v.01,fart.v.01,1
in,O,O,1
elevator,elevator.n.01,elevator.n.01,1
never,O,O,1
tells,tell.v.02,state.v.01,0
anything,entity.n.01,entity.n.01,1
If,O,O,1
do,O,O,1
n't,O,O,1
hurry,hurry.v.01,hurry.v.01,1
'll,O,O,1
miss,miss.v.05,miss.v.05,1
train,train.n.01,train.n.01,1
How,O,O,1
many,O,O,1
museums,museum.n.01,museum.n.01,1
are,be.v.03,O,0
there,O,O,1
in,O,O,1
saw,see.v.01,see.v.01,1
something,entity.n.01,entity.n.01,1
white,white.a.01,white.a.01,1
in,O,O,1
dark,dark.n.03,dark.a.10,0
drank,drink.v.01,drink.v.01,1
orange~juice,orange_juice.n.01,orange_juice.n.01,1
out~of,O,O,1
bottle,bottle.n.01,bottle.n.01,1
lives,live.v.01,live.v.01,1
near,O,O,1
beach,beach.n.01,beach.n.01,1
but,O,O,1
ca,O,O,1
n't,O,O,1
swim,swim.v.01,swim.v.01,1
did,O,O,1
n't,O,O,1
realize,realize.v.01,recognize.v.02,0
had,have_on.v.01,O,0
sweater,sweater.n.01,sweater.n.01,1
on,O,O,1
inside~out,inside_out.r.01,inside_out.r.01,1
's,O,O,1
dishonest,dishonest.a.01,dishonest.a.01,1
had,have.v.12,O,0
jet~lag,jet_lag.n.01,jet_lag.n.01,1
is,O,O,1
dancing,dance.v.02,dance.v.02,1
to,O,O,1
music,music.n.04,music.n.01,0
heard,hear.v.02,hear.v.01,0
footprints,footprint.n.01,footprint.n.01,1
of,O,O,1
abominable,abominable.a.02,abominable.s.01,0
snowman,snowman.n.01,snowman.n.01,1
have,O,O,1
been,O,O,1
discovered,discover.v.01,discover.v.01,1
in,O,O,1
shrieked,shriek.v.01,shriek.v.01,1
bill,bill.n.02,bill.n.02,1
amounts,amount.v.02,amount.v.02,1
to,O,O,1
five~thousand,O,O,1
yen,yen.n.02,yen.n.02,1
ate,eat.v.01,eat.v.01,1
green,green.a.01,green.a.01,1
apples,apple.n.01,apple.n.01,1
is,O,O,1
partial,partial.a.03,partial.a.03,1
to,O,O,1
sweets,sweet.n.03,sweet.n.01,0
does,O,O,1
n't,O,O,1
like,like.v.02,like.v.02,1
apples,apple.n.01,apple.n.01,1
walked,walk.v.01,walk.v.01,1
to,O,O,1
front~door,front_door.n.01,front_door.n.01,1
and,O,O,1
knocked,knock.v.04,knock.v.02,0
will,will.n.03,O,0
was,O,O,1
declared,declare.v.04,declare.v.02,0
void,void.a.01,nothingness.n.01,0
by,O,O,1
court,court.n.01,court.n.01,1
fly,fly.n.01,fly.v.01,0
buzzes,buzz.v.01,buzz.v.01,1
has,O,O,1
n't,O,O,1
broken,break.v.06,broken.a.01,0
laws,law.n.02,law.n.02,1
likes,like.v.04,like.v.02,0
short,short.a.02,short.a.04,0
skirts,skirt.n.02,skirt.n.01,0
joined,join.v.01,join.v.01,1
political~party,political_party.n.01,political_party.n.01,1
bought,buy.v.01,buy.v.01,1
Persian,country.n.02,iranian.a.01,0
rug,rug.n.01,rug.n.01,1
If,O,O,1
are,O,O,1
hungry,hungry.a.01,hungry.a.01,1
can,O,O,1
eat,eat.v.01,eat.v.01,1
bread,bread.n.01,bread.n.01,1
city,city.n.01,city.n.01,1
of,O,O,1
is,O,O,1
famous,famous.a.01,famous.a.01,1
drove,drive.v.03,drive.v.02,0
car,car.n.01,car.n.01,1
to,O,O,1
carved,carve.v.02,carve.v.01,0
name,name.n.01,name.n.01,1
on,O,O,1
tree,tree.n.01,tree.n.01,1
with,O,O,1
knife,O,knife.n.01,0
love,love.v.01,love.v.01,1
hard-boiled,hard-boiled.a.03,hard-bitten.s.01,0
eggs,egg.n.02,egg.n.02,1
used,O,O,1
to,O,O,1
swim,swim.v.01,swim.v.01,1
in,O,O,1
river,river.n.01,river.n.01,1
doorbell,doorbell.n.01,doorbell.n.01,1
rang,ring.v.01,ring.v.01,1
farm,farm.n.01,farm.n.01,1
is,O,O,1
located,located.a.01,located.a.01,1
in,O,O,1
rural,rural.a.02,rural.a.01,0
chopped,chop_down.v.01,chop.v.01,0
tree,tree.n.01,tree.n.01,1
down,O,O,1
's,be.v.02,O,0
last~name,last_name.n.01,last_name.n.01,1
blackbird,blackbird.n.01,new_world_blackbird.n.01,0
whistles,whistle.v.01,whistle.n.01,0
're,O,O,1
confused,confused.a.01,confuse.v.01,0
Do,O,O,1
know,know.v.04,know.v.01,0
anybody,person.n.01,person.n.01,1
in,O,O,1
Has,O,O,1
climate,climate.n.01,climate.n.01,1
changed,change.v.02,change.v.01,0
kind~of,kind_of.r.01,kind_of.r.01,1
liked,like.v.03,like.v.03,1
wall,wall.n.01,wall.n.01,1
is,O,O,1
taller,tall.a.01,tall.a.01,1
than,O,O,1
one,wall.n.01,person.n.01,0
is,O,O,1
proficient,proficient.a.02,proficient.a.01,0
in,O,O,1
Reinventing~Comics,book.n.01,O,0
is,be.v.01,O,0
book,book.n.01,book.n.02,0
by,O,O,1
is,O,O,1
based,based.a.02,based.a.02,1
in,O,O,1
typhoon,typhoon.n.01,typhoon.n.01,1
batters,batter.v.01,buffet.v.01,0
dictionary,dictionary.n.01,dictionary.n.01,1
is,be.v.02,O,0
death~penalty,death_penalty.n.01,death_penalty.n.01,1
should,O,O,1
be,O,O,1
abolished,abolish.v.01,abolish.v.01,1
am,be.v.03,O,0
from,O,O,1
cat,cat.n.01,cat.n.01,1
was,O,O,1
playing,play.v.05,play.v.01,0
with,O,O,1
live,live.a.03,live.v.01,0
mouse,mouse.n.01,mouse.n.04,0
glanced,glance.v.01,glance.v.01,1
at,O,O,1
watch,watch.n.01,watch.n.01,1
's,O,O,1
six,O,O,1
years,year.n.01,year.n.01,1
older,old.a.01,old.a.01,1
than,O,O,1
nodded,nod.v.02,nod.v.02,1
How,O,O,1
much,O,O,1
does,O,O,1
pill,pill.n.02,pill.n.01,0
of,O,O,1
extasy,ecstasy.n.03,O,0
cost,cost.v.01,cost.v.01,1
in,O,O,1
Where,location.n.01,location.n.01,1
is,be.v.03,O,0
Belgian,country.n.02,belgian.a.01,0
town,town.n.01,town.n.01,1
of,O,O,1
How,O,O,1
many,O,O,1
inhabitants,inhabitant.n.01,inhabitant.n.01,1
does,O,O,1
have,have.v.02,O,0
With,O,O,1
radioactive,radioactive.a.01,radioactive.a.01,1
substance,substance.n.04,substance.n.01,0
was,O,O,1
injected,inject.v.01,inject.v.01,1
in,O,O,1
is,be.v.08,O,0
How,manner.n.01,O,0
did,O,O,1
's,O,O,1
son,son.n.01,son.n.01,1
die,die.n.01,die.v.01,0
How,O,O,1
old,old.a.01,old.a.01,1
was,O,O,1
Elvis,male.n.02,O,0
when,O,O,1
died,die.v.01,die.v.01,1
took,take_off.v.06,take.v.02,0
off,O,O,1
gas~mask,gasmask.n.01,O,0
kvetching,kvetch.v.01,O,0
put,put.v.01,put.v.01,1
bunch,bunch.n.01,bunch.n.01,1
of,O,O,1
letters,letter.n.01,letter.n.01,1
on,O,O,1
's,O,O,1
desk,desk.n.01,desk.n.01,1
picked,pick_up.v.03,pick.v.02,0
up,O,O,1
at,O,O,1
station,station.n.01,station.n.01,1
is,O,O,1
bustling,bustle.v.01,bustle.v.01,1
with,O,O,1
life,life.n.01,life.n.03,0
folded,fold.v.01,fold.v.01,1
arms,arm.n.01,arm.n.01,1
is,O,O,1
dyeing,dye.v.01,dye.v.01,1
hair,hair.n.01,hair.n.01,1
man,man.n.01,man.n.01,1
slumped,slump.v.02,slump.v.02,1
to,O,O,1
floor,floor.n.01,floor.n.01,1
folded,fold.v.01,fold.v.01,1
letter,letter.n.01,letter.n.01,1
's,O,O,1
smarter,smart.a.01,smart.a.01,1
than,O,O,1
has,O,O,1
named,name.v.01,name.v.01,1
dog,dog.n.01,dog.n.01,1
is,O,O,1
taller,tall.a.01,tall.a.01,1
than,O,O,1
banged,bang.v.01,bang.v.01,1
knee,knee.n.01,knee.n.01,1
father,father.n.01,father.n.01,1
is,be.v.08,O,0
excellent,excellent.a.01,excellent.a.01,1
pianist,pianist.n.01,pianist.n.01,1
'll,O,O,1
return,return.v.01,return.v.01,1
at,O,O,1
fished,fish.v.02,fish.v.01,0
in,O,O,1
's,be.v.02,O,0
maiden~name,maiden_name.n.01,maiden_name.n.01,1
put,put.v.01,put.v.01,1
bait,bait.n.02,O,0
on,O,O,1
hook,hook.n.04,hook.n.01,0
do,O,O,1
n't,O,O,1
trust,trust.v.01,trust.v.01,1
politicians,politician.n.02,politician.n.01,0
left,leave.v.01,leave.v.01,1
home,home.n.01,home.n.01,1
at,O,O,1
seven,O,O,1
kind,entity.n.01,entity.n.01,1
of,O,O,1
gift,gift.n.01,gift.n.01,1
do,O,O,1
want,want.v.01,want.v.01,1
pretty,pretty.a.01,pretty.a.01,1
eyes,eye.n.01,eye.n.01,1
have,have.v.02,O,0
can,O,O,1
run,run.v.01,run_over.v.01,0
fast,fast.r.01,fast.a.02,0
still,O,O,1
in~love,in_love.a.01,in_love.a.01,1
with,O,O,1
wife,wife.n.01,wife.n.01,1
diamond,diamond.n.01,diamond.n.01,1
shone,shine.v.01,O,0
brightly,brightly.r.01,brilliantly.r.01,0
one,person.n.01,person.n.01,1
complained,complain.v.01,complain.v.01,1
about,O,O,1
black,black.a.01,black.a.01,1
bird,bird.n.01,bird.n.01,1
is,be.v.01,O,0
not,O,O,1
blackbird,blackbird.n.01,new_world_blackbird.n.01,0
Someone,person.n.01,person.n.01,1
opened,open.v.01,open.v.01,1
window,window.n.01,window.n.01,1
grilled,grill.v.01,grill.v.01,1
steak,steak.n.01,steak.n.01,1
How,O,O,1
long,long.a.02,long.a.02,1
is,O,O,1
was,O,O,1
bullied,bully.v.02,bully.v.02,1
by,O,O,1
classmates,classmate.n.01,schoolmate.n.01,0
folded,fold.v.01,fold.v.01,1
letter,letter.n.01,letter.n.01,1
and,O,O,1
put,put.v.01,put.v.01,1
into,O,O,1
envelope,envelope.n.01,envelope.n.01,1
'm,O,O,1
ordering,order.v.02,order.v.01,0
pizza,pizza.n.01,pizza.n.01,1
're,O,O,1
wearing,wear.v.01,wear.v.01,1
sweater,sweater.n.01,sweater.n.01,1
inside~out,inside_out.r.01,inside_out.r.01,1
is,O,O,1
donating,donate.v.01,donate.v.01,1
blood,blood.n.01,blood.n.01,1
stabbed,stab.v.02,stab.v.01,0
in,O,O,1
back,back.n.01,back.n.01,1
is,O,O,1
going,go.v.01,go.v.01,1
to,O,O,1
pulled,pull.v.04,pull.v.15,0
trigger,trigger.n.01,trigger.n.01,1
has,O,O,1
been,be.v.03,O,0
to,O,O,1
number,O,number.n.04,0
of,O,O,1
times,time.n.01,time.n.01,1
apologized,apologize.v.01,apologize.v.01,1
to,O,O,1
for,O,O,1
son,son.n.01,son.n.01,1
's,O,O,1
impolite,impolite.a.01,impolite.a.01,1
remarks,remark.n.01,remark.n.01,1
is,O,O,1
months,month.n.02,month.n.02,1
pregnant,pregnant.a.01,pregnant.a.01,1
coffee,coffee.n.01,coffee.n.01,1
is,O,O,1
nasty,nasty.a.04,nasty.a.01,0
girl,girl.n.01,girl.n.01,1
was,O,O,1
sobbing,sob.v.01,sob.v.01,1
in,O,O,1
corner,corner.n.03,corner.n.04,0
of,O,O,1
schoolroom,schoolroom.n.01,classroom.n.01,0
dog,dog.n.01,dog.n.01,1
sniffed,sniff.v.01,sniff.v.01,1
stick,stick.n.02,stick.n.02,1
like,like.v.02,like.v.02,1
tie,tie.n.01,tie.n.01,1
of,O,O,1
yours,O,O,1
There,O,O,1
are,be.v.03,O,0
oranges,orange.n.01,orange.n.01,1
on,O,O,1
table,table.n.02,table.n.02,1
slipped,slip.v.03,slip.v.11,0
on,O,O,1
banana~peel,banana_peel.n.01,banana_peel.n.01,1
grabbed,grab.v.03,grab.v.05,0
rope,rope.n.01,rope.n.01,1
was,O,O,1
lowered,lower.v.01,lower.v.03,0
from,O,O,1
helicopter,helicopter.n.01,helicopter.n.01,1
'm,O,O,1
always,O,O,1
tired,tired.a.01,tired.a.01,1
'm,O,O,1
sort~of,sort_of.r.01,sort_of.r.01,1
hungry,hungry.a.01,hungry.a.01,1
car,car.n.01,car.n.01,1
is,O,O,1
going,go.v.01,go.v.01,1
km,km.n.01,kilometer.n.01,0
hour,hour.n.01,hour.n.01,1
goes,O,go.v.01,0
jogging,jog.v.03,jog.v.03,1
morning,morning.n.01,morning.n.01,1
hat,hat.n.01,hat.n.01,1
cost,cost.v.01,cost.v.01,1
around,O,O,1
fifty,O,O,1
dollars,dollar.n.01,dollar.n.01,1
mother,mother.n.01,mother.n.01,1
boiled,boil.v.02,boil.v.02,1
ten,O,O,1
eggs,egg.n.02,egg.n.02,1
suspected,suspect.v.01,suspect.v.01,1
nothing,entity.n.01,entity.n.01,1
'm,O,O,1
not,O,O,1
thirsty,thirsty.a.02,thirsty.a.02,1
arrested,arrest.v.01,arrest.v.01,1
everyone,person.n.01,person.n.01,1
in,O,O,1
room,room.n.01,room.n.01,1
said,say.v.01,say.v.01,1
likes,like.v.02,like.v.02,1
swimming,swimming.n.01,swim.v.01,0
plastic,plastic.n.01,plastic.n.01,1
chair,chair.n.01,chair.n.01,1
is,O,O,1
very,very.r.01,very.r.01,1
cheap,cheap.a.01,cheap.a.03,0
's,be.v.02,O,0
theirs,person.n.01,person.n.01,1
scowled,scowl.v.01,scowl.v.01,1
at,O,O,1
rude,rude.a.01,rude.a.01,1
salesman,salesman.n.01,salesman.n.01,1
dyed,dye.v.01,dye.v.01,1
white,white.a.01,white.a.01,1
skirt,skirt.n.01,skirt.n.01,1
red,red.a.01,red.a.01,1
warned,warn.v.01,warn.v.01,1
but,O,O,1
ignored,ignore.v.02,ignore.v.04,0
warning,warning.n.01,warning.n.01,1
is,O,O,1
swinging,swing.v.02,singe.v.01,0
in,O,O,1
hammock,hammock.n.02,knoll.n.01,0
hung,hang.v.02,hang.v.02,1
under,O,O,1
old,old.a.02,old.a.01,0
oak~tree,oak_tree.n.01,oak_tree.n.01,1
is,O,O,1
outgoing,outgoing.a.03,outgoing.a.03,1
's,O,O,1
name,name.n.01,name.n.01,1
was,O,O,1
on,O,O,1
box,box.n.01,box.n.01,1
bolt,bolt.n.06,thunderbolt.n.01,0
fits,fit.v.02,fit.v.02,1
nut,nut.n.03,nut.n.01,0
flossed,floss.v.01,floss.v.01,1
teeth,tooth.n.01,tooth.n.01,1
problem,problem.n.01,problem.n.02,0
is,O,O,1
being,O,O,1
discussed,discuss.v.02,discourse.v.01,0
now,O,O,1
sister,sister.n.01,sister.n.01,1
married,marry.v.01,marry.v.01,1
doctor,doctor.n.01,doctor.n.01,1
brushed,brush.v.03,brush.v.01,0
teeth,tooth.n.01,tooth.n.01,1
and,O,O,1
had,have.v.02,O,0
Canadian,country.n.02,country.n.02,1
citizenship,citizenship.n.01,citizenship.n.01,1
old,old.a.01,old.a.01,1
man,man.n.01,man.n.01,1
captured,capture.v.06,capture.v.03,0
big,big.a.01,big.a.01,1
fish,fish.n.01,fish.n.01,1
did,do_away_with.v.01,O,0
away,O,O,1
with,O,O,1
slavery,slavery.n.02,slavery.n.02,1
read,read.v.01,read.v.01,1
letter,letter.n.01,letter.n.01,1
again~and~again,O,O,1
is,be.v.08,O,0
volleyball~player,volleyball_player.n.01,O,0
're,O,O,1
eating,eat.v.01,eat.v.01,1
apples,apple.n.01,apple.n.01,1
clock,clock.n.01,clock.n.01,1
stopped,stop.v.01,stop.v.02,0
needs,need.v.02,need.v.01,0
new,new.a.05,new.a.01,0
battery,battery.n.02,battery.n.01,0
ca,O,O,1
n't,O,O,1
live,live.v.01,live.v.01,1
on,O,O,1
island,island.n.01,island.n.01,1
eat,eat.v.01,eat.v.01,1
fruits,fruit.n.01,fruit.n.01,1
because,O,O,1
am,O,O,1
hungry,hungry.a.01,hungry.a.01,1
According,according.a.02,according.a.02,1
to,O,O,1
police,police.n.01,police.n.01,1
people,person.n.01,person.n.01,1
were,O,O,1
temporarily,temporarily.r.01,temporarily.r.01,1
detained,detain.v.01,confine.v.05,0
law,law.n.01,law.n.01,1
was,O,O,1
also,O,O,1
criticized,criticize.v.01,knock.v.06,0
be,O,O,1
trade~unions,trade_union.n.01,O,0
was,be.v.01,O,0
one,O,person.n.01,0
of,O,O,1
Egyptian,country.n.02,country.n.02,1
gods,god.n.02,god.n.01,0
How,O,O,1
many,O,O,1
people,person.n.01,person.n.01,1
in,O,O,1
are,O,O,1
addicted,addicted.a.01,addicted.a.01,1
to,O,O,1
hard~drugs,hard_drug.n.01,O,0
's,O,O,1
cover,cover.n.09,cover.v.02,0
did,O,O,1
sing,sing.v.01,sing.v.01,1
was,be.v.01,O,0
is,be.v.08,O,0
little~brother,little_brother.n.01,little_brother.n.01,1
asked,ask.v.02,ask.v.01,0
for,O,O,1
money,money.n.01,money.n.01,1
owes,owe.v.03,owe.v.03,1
dollars,dollar.n.01,dollar.n.01,1
operation,operation.n.06,operation.n.03,0
is,O,O,1
accompanied,accompany.v.01,accompany.v.03,0
with,O,O,1
lot,O,O,1
of,O,O,1
pain,pain.n.01,pain.n.01,1
works,work.v.02,work.v.02,1
for,O,O,1
bank,bank.n.02,bank.n.02,1
supermarket,supermarket.n.01,supermarket.n.01,1
hired,hire.v.01,hire.v.01,1
many,O,O,1
part-timers,part-timer.n.01,part-timer.n.01,1
complained,complain.v.01,complain.v.01,1
about,O,O,1
low,low.a.01,low.a.01,1
salary,salary.n.01,wage.n.01,0
are,O,O,1
n't,O,O,1
married,married.a.01,marry.v.01,0
ironed,iron.v.01,iron.v.01,1
pants,pants.n.03,pants.n.03,1
am,be.v.03,O,0
from,O,O,1
's,O,O,1
boyfriend,boyfriend.n.01,boyfriend.n.01,1
is,O,O,1
bit,O,O,1
antisocial,antisocial.a.01,antisocial.s.01,0
put,put.v.01,put.v.01,1
ice~cream,ice_cream.n.01,ice_cream.n.01,1
in,O,O,1
freezer,freezer.n.01,deep-freeze.n.01,0
chopped,chop_down.v.01,chop.v.01,0
down,O,O,1
branch,branch.n.02,branch.n.01,0
with,O,O,1
ax,ax.n.01,ax.n.01,1
is,be.v.01,O,0
excellent,excellent.a.01,excellent.a.01,1
marksman,marksman.n.01,marksman.n.01,1
yogurt,yogurt.n.01,yogurt.n.01,1
expires,expire.v.01,expire.v.01,1
in,O,O,1
luggage,luggage.n.01,luggage.n.01,1
is,be.v.03,O,0
in,O,O,1
boot,boot.n.02,boot.n.01,0
worked,work.v.01,work.v.02,0
from,O,O,1
six~PM,O,O,1
until,O,O,1
midnight,O,O,1
missed,miss.v.05,miss.v.05,1
two~o'clock,O,O,1
plane,plane.n.01,plane.n.01,1
made,make.v.15,make.v.06,0
peanut~butter,peanut_butter.n.01,peanut_butter.n.01,1
and,O,O,1
jelly,jelly.n.02,jelly.n.02,1
sandwich,sandwich.n.01,sandwich.n.01,1
were,O,O,1
not,O,O,1
amused,amused.a.01,amused.a.01,1
music,music.n.01,music.n.01,1
lured,lure.v.01,entice.v.01,0
everyone,person.n.01,person.n.01,1
Is,O,O,1
money,money.n.02,money.n.01,0
important,important.a.01,important.a.01,1
to,O,O,1
're,O,O,1
dieting,diet.v.01,diet.v.01,1
was,O,O,1
christened,christen.v.01,baptize.v.01,0
accident,accident.n.01,accident.n.01,1
took,take_place.v.01,take.v.02,0
place,O,O,1
at,O,O,1
corner,corner.n.04,corner.n.04,1
traffic~light,traffic_light.n.01,O,0
does,O,O,1
n't,O,O,1
work,work.v.04,work.v.02,0
earthquake,earthquake.n.01,earthquake.n.01,1
was,O,O,1
terrible,terrible.a.01,terrible.a.01,1
misunderstood,misunderstand.v.01,misunderstand.v.01,1
There,O,O,1
are,be.v.03,O,0
many,O,O,1
movie~theaters,movie_theater.n.01,O,0
in,O,O,1
city,city.n.01,city.n.01,1
laptop~computer,laptop_computer.n.01,O,0
is,O,O,1
very,very.r.01,very.r.01,1
thin,thin.a.01,thin.a.01,1
spilled,spill.v.01,spill.v.01,1
ketchup,ketchup.n.01,ketchup.n.01,1
on,O,O,1
tie,tie.n.01,tie.n.01,1
Someone,person.n.01,person.n.01,1
entered,enter.v.01,enter.v.01,1
room,room.n.01,room.n.01,1
accompanied,accompany.v.03,accompany.v.03,1
on,O,O,1
piano,piano.n.01,piano.n.01,1
was,O,O,1
born,bear.v.02,bear.v.02,1
in,O,O,1
British,country.n.02,country.n.02,1
soldiers,soldier.n.01,soldier.n.01,1
had,O,O,1
been,O,O,1
captured,capture.v.03,capture.v.03,1
sat,sit.v.01,sit.v.01,1
next,next.a.02,next.a.02,1
to,O,O,1
on,O,O,1
bus,O,bus.n.01,0
is,O,O,1
too,O,O,1
lazy,lazy.a.02,lazy.a.02,1
to,O,O,1
cook,cook.v.01,O,0
hate,hate.v.01,hate.v.01,1
peanut~butter,peanut_butter.n.01,peanut_butter.n.01,1
is,O,O,1
extremely,extremely.r.02,extremely.r.02,1
shy,shy.a.01,shy.a.01,1
borrowed,borrow.v.01,borrow.v.01,1
ruler,ruler.n.02,ruler.n.01,0
was,O,O,1
thirty,O,O,1
is,O,O,1
patting,pat.v.02,chuck.v.03,0
dog,dog.n.01,dog.n.01,1
hamster,hamster.n.01,hamster.n.01,1
has,have.v.02,O,0
stuffed,stuffed.a.01,stuff.v.01,0
cheeks,cheek.n.01,cheek.n.01,1
lives,live.v.01,live.v.01,1
near,O,O,1
